year_doy_hhmm,year_doy_hhmm,argosid,latitude,longitude,strain,voltage,sst,checksum
2019-01-01 08:40:00,2019-01-01 08:40:00,145469,61.305,174.397,28.0,9.2,0.32,True
2019-01-01 09:15:00,2019-01-01 09:15:00,145469,61.308,174.404,28.0,9.2,0.28,True
2019-01-01 10:14:00,2019-01-01 10:14:00,145469,61.316,174.396,32.0,9.2,0.32,True
2019-01-01 11:51:00,2019-01-01 11:51:00,145469,61.330,174.381,32.0,9.2,0.32,True
2019-01-01 13:26:00,2019-01-01 13:26:00,145469,61.346,174.344,32.0,9.2,0.32,True
2019-01-01 14:20:00,2019-01-01 14:20:00,145469,61.350,174.314,31.0,9.2,0.28,True
2019-01-01 15:08:00,2019-01-01 15:08:00,145469,61.358,174.306,31.0,9.2,0.32,True
2019-01-01 16:01:00,2019-01-01 16:01:00,145469,61.359,174.278,31.0,9.2,0.28,True
2019-01-01 16:41:00,2019-01-01 16:41:00,145469,61.359,174.273,31.0,9.2,0.32,True
2019-01-01 17:34:00,2019-01-01 17:34:00,145469,61.359,174.244,31.0,9.2,0.28,True
2019-01-01 17:41:00,2019-01-01 17:41:00,145469,61.358,174.249,31.0,9.2,0.32,True
2019-01-01 18:26:00,2019-01-01 18:26:00,145469,61.353,174.239,29.0,9.2,0.32,True
2019-01-01 19:13:00,2019-01-01 19:13:00,145469,61.353,174.227,29.0,9.2,0.32,True
2019-01-01 19:21:00,2019-01-01 19:21:00,145469,61.353,174.223,29.0,9.2,0.32,True
2019-01-01 19:43:00,2019-01-01 19:43:00,145469,61.360,174.218,29.0,9.2,0.32,True
2019-01-01 20:02:00,2019-01-01 20:02:00,145469,61.353,174.215,29.0,9.2,0.32,True
2019-01-01 20:51:00,2019-01-01 20:51:00,145469,61.351,174.209,29.0,9.2,0.32,True
2019-01-01 21:03:00,2019-01-01 21:03:00,145469,61.352,174.211,29.0,9.2,0.32,True
2019-01-01 21:19:00,2019-01-01 21:19:00,145469,61.349,174.199,29.0,9.2,0.32,True
2019-01-01 21:43:00,2019-01-01 21:43:00,145469,61.348,174.212,29.0,9.2,0.32,True
2019-01-01 22:42:00,2019-01-01 22:42:00,145469,61.346,174.192,28.0,9.2,0.32,True
2019-01-01 22:59:00,2019-01-01 22:59:00,145469,61.349,174.191,28.0,9.2,0.32,True
2019-01-01 23:24:00,2019-01-01 23:24:00,145469,61.351,174.199,28.0,9.2,0.32,True
2019-01-02 00:05:00,2019-01-02 00:05:00,145469,61.351,174.179,28.0,9.2,0.32,True
2019-01-02 00:06:00,2019-01-02 00:06:00,145469,61.351,174.179,28.0,9.2,0.32,True
2019-01-02 00:20:00,2019-01-02 00:20:00,145469,61.351,174.185,28.0,9.2,0.32,True
2019-01-02 00:43:00,2019-01-02 00:43:00,145469,61.353,174.176,28.0,9.2,0.28,True
2019-01-02 01:03:00,2019-01-02 01:03:00,145469,61.354,174.165,28.0,9.2,0.32,True
2019-01-02 01:43:00,2019-01-02 01:43:00,145469,61.356,174.159,28.0,9.2,0.32,True
2019-01-02 01:58:00,2019-01-02 01:58:00,145469,61.353,174.145,30.0,9.2,0.32,True
2019-01-02 02:44:00,2019-01-02 02:44:00,145469,61.353,174.143,30.0,9.2,0.32,True
2019-01-02 03:19:00,2019-01-02 03:19:00,145469,61.351,174.127,30.0,9.0,0.28,True
2019-01-02 03:39:00,2019-01-02 03:39:00,145469,61.351,174.130,30.0,9.0,0.28,True
2019-01-02 04:00:00,2019-01-02 04:00:00,145469,61.350,174.122,30.0,9.0,0.28,True
2019-01-02 04:20:00,2019-01-02 04:20:00,145469,61.348,174.121,30.0,9.2,0.28,True
2019-01-02 04:48:00,2019-01-02 04:48:00,145469,61.347,174.113,30.0,9.2,0.28,True
2019-01-02 05:04:00,2019-01-02 05:04:00,145469,61.348,174.112,30.0,9.2,0.28,True
2019-01-02 05:22:00,2019-01-02 05:22:00,145469,61.350,174.118,30.0,9.2,0.28,True
2019-01-02 05:34:00,2019-01-02 05:34:00,145469,61.344,174.113,30.0,9.2,0.28,True
2019-01-02 06:00:00,2019-01-02 06:00:00,145469,61.343,174.112,34.0,9.2,0.28,True
2019-01-02 06:28:00,2019-01-02 06:28:00,145469,61.340,174.110,34.0,9.2,0.28,True
2019-01-02 06:44:00,2019-01-02 06:44:00,145469,61.340,174.116,34.0,9.2,0.28,True
2019-01-02 06:42:00,2019-01-02 06:42:00,145469,61.340,174.111,34.0,9.2,0.28,True
2019-01-02 07:14:00,2019-01-02 07:14:00,145469,61.351,174.105,34.0,9.2,0.28,True
2019-01-02 07:39:00,2019-01-02 07:39:00,145469,61.337,174.112,34.0,9.2,0.28,True
2019-01-02 08:06:00,2019-01-02 08:06:00,145469,61.335,174.123,34.0,9.2,0.28,True
2019-01-02 08:30:00,2019-01-02 08:30:00,145469,61.336,174.126,34.0,9.2,0.28,True
2019-01-02 08:55:00,2019-01-02 08:55:00,145469,61.334,174.131,34.0,9.2,0.28,True
2019-01-02 09:25:00,2019-01-02 09:25:00,145469,61.335,174.136,34.0,9.2,0.28,True
2019-01-02 11:21:00,2019-01-02 11:21:00,145469,61.337,174.145,26.0,9.2,0.24,True
2019-01-02 12:55:00,2019-01-02 12:55:00,145469,61.354,174.169,26.0,9.2,0.24,True
2019-01-02 14:09:00,2019-01-02 14:09:00,145469,61.357,174.163,23.0,9.2,0.12,True
2019-01-02 14:32:00,2019-01-02 14:32:00,145469,61.358,174.149,23.0,9.2,0.16,True
2019-01-02 15:49:00,2019-01-02 15:49:00,145469,61.363,174.135,23.0,9.2,0.24,True
2019-01-02 16:12:00,2019-01-02 16:12:00,145469,61.364,174.124,23.0,9.2,0.24,True
2019-01-02 17:04:00,2019-01-02 17:04:00,145469,61.364,174.121,23.0,9.2,0.24,True
2019-01-02 17:29:00,2019-01-02 17:29:00,145469,61.362,174.116,23.0,9.2,0.24,True
2019-01-02 17:56:00,2019-01-02 17:56:00,145469,61.363,174.115,23.0,9.2,0.24,True
2019-01-02 18:42:00,2019-01-02 18:42:00,145469,61.358,174.110,22.0,9.2,0.24,True
2019-01-02 19:11:00,2019-01-02 19:11:00,145469,61.356,174.108,22.0,9.2,0.24,True
2019-01-02 19:23:00,2019-01-02 19:23:00,145469,61.356,174.108,22.0,9.2,0.24,True
2019-01-02 19:34:00,2019-01-02 19:34:00,145469,61.357,174.112,22.0,9.2,0.24,True
2019-01-02 19:52:00,2019-01-02 19:52:00,145469,61.355,174.105,22.0,9.2,0.24,True
2019-01-02 20:28:00,2019-01-02 20:28:00,145469,61.347,174.109,22.0,9.0,0.28,True
2019-01-02 20:22:00,2019-01-02 20:22:00,145469,61.349,174.105,22.0,9.0,0.24,True
2019-01-02 20:51:00,2019-01-02 20:51:00,145469,61.346,174.122,22.0,9.0,0.28,True
2019-01-02 21:11:00,2019-01-02 21:11:00,145469,61.348,174.113,22.0,9.0,0.28,True
2019-01-02 21:32:00,2019-01-02 21:32:00,145469,61.346,174.111,22.0,9.2,0.28,True
2019-01-02 22:04:00,2019-01-02 22:04:00,145469,61.343,174.112,27.0,9.2,0.28,True
2019-01-02 22:05:00,2019-01-02 22:05:00,145469,61.345,174.120,27.0,9.2,0.28,True
2019-01-02 22:30:00,2019-01-02 22:30:00,145469,61.345,174.119,27.0,9.2,0.28,True
2019-01-02 22:40:00,2019-01-02 22:40:00,145469,61.342,174.130,27.0,9.2,0.28,True
2019-01-02 23:12:00,2019-01-02 23:12:00,145469,61.342,174.134,27.0,9.2,0.28,True
2019-01-02 23:42:00,2019-01-02 23:42:00,145469,61.343,174.133,27.0,9.2,0.28,True
2019-01-02 23:46:00,2019-01-02 23:46:00,145469,61.343,174.132,27.0,9.2,0.28,True
2019-01-03 00:08:00,2019-01-03 00:08:00,145469,61.341,174.138,27.0,9.2,0.28,True
2019-01-03 00:18:00,2019-01-03 00:18:00,145469,61.347,174.138,27.0,9.2,0.28,True
2019-01-03 00:52:00,2019-01-03 00:52:00,145469,61.348,174.146,27.0,9.2,0.28,True
2019-01-03 01:20:00,2019-01-03 01:20:00,145469,61.344,174.127,27.0,9.2,0.24,True
2019-01-03 01:46:00,2019-01-03 01:46:00,145469,61.351,174.135,27.0,9.2,0.24,True
2019-01-03 01:59:00,2019-01-03 01:59:00,145469,61.352,174.130,27.0,9.2,0.24,True
2019-01-03 02:55:00,2019-01-03 02:55:00,145469,61.351,174.134,26.0,9.2,0.24,True
2019-01-03 03:27:00,2019-01-03 03:27:00,145469,61.352,174.148,26.0,9.2,0.24,True
2019-01-03 03:40:00,2019-01-03 03:40:00,145469,61.347,174.134,26.0,9.2,0.24,True
2019-01-03 04:08:00,2019-01-03 04:08:00,145469,61.357,174.143,26.0,9.2,0.24,True
2019-01-03 04:14:00,2019-01-03 04:14:00,145469,61.354,174.143,26.0,9.2,0.24,True
2019-01-03 04:40:00,2019-01-03 04:40:00,145469,61.355,174.141,26.0,9.2,0.24,True
2019-01-03 05:11:00,2019-01-03 05:11:00,145469,61.360,174.150,26.0,9.2,0.24,True
2019-01-03 05:14:00,2019-01-03 05:14:00,145469,61.356,174.144,26.0,9.2,0.24,True
2019-01-03 05:48:00,2019-01-03 05:48:00,145469,61.354,174.150,26.0,9.2,0.24,True
2019-01-03 05:56:00,2019-01-03 05:56:00,145469,61.356,174.149,26.0,9.2,0.24,True
2019-01-03 06:17:00,2019-01-03 06:17:00,145469,61.354,174.156,24.0,9.2,0.24,True
2019-01-03 06:22:00,2019-01-03 06:22:00,145469,61.356,174.152,24.0,9.2,0.24,True
2019-01-03 06:54:00,2019-01-03 06:54:00,145469,61.355,174.153,24.0,9.2,0.24,True
2019-01-03 07:28:00,2019-01-03 07:28:00,145469,61.354,174.164,24.0,9.2,0.08,True
2019-01-03 07:30:00,2019-01-03 07:30:00,145469,61.353,174.164,24.0,9.2,0.08,True
2019-01-03 07:58:00,2019-01-03 07:58:00,145469,61.348,174.160,24.0,9.2,0.08,True
2019-01-03 08:35:00,2019-01-03 08:35:00,145469,61.353,174.184,24.0,9.2,0.04,True
2019-01-03 09:13:00,2019-01-03 09:13:00,145469,61.353,174.193,24.0,9.2,0.04,True
2019-01-03 09:12:00,2019-01-03 09:12:00,145469,61.350,174.188,24.0,9.2,0.04,True
2019-01-03 09:41:00,2019-01-03 09:41:00,145469,61.353,174.211,24.0,9.2,0.04,True
2019-01-03 10:16:00,2019-01-03 10:16:00,145469,61.354,174.233,29.0,9.2,0.04,True
2019-01-03 13:57:00,2019-01-03 13:57:00,145469,61.382,174.288,29.0,9.0,0.12,True
2019-01-03 14:02:00,2019-01-03 14:02:00,145469,61.374,174.284,29.0,9.0,0.12,True
2019-01-03 15:39:00,2019-01-03 15:39:00,145469,61.389,174.296,29.0,9.2,0.16,True
2019-01-03 15:38:00,2019-01-03 15:38:00,145469,61.387,174.289,29.0,9.2,0.16,True
2019-01-03 16:43:00,2019-01-03 16:43:00,145469,61.395,174.289,29.0,9.2,0.20,True
2019-01-03 17:24:00,2019-01-03 17:24:00,145469,61.397,174.279,29.0,9.2,0.24,True
2019-01-03 18:21:00,2019-01-03 18:21:00,145469,61.398,174.275,29.0,9.2,0.24,True
2019-01-03 19:04:00,2019-01-03 19:04:00,145469,61.397,174.273,29.0,9.2,0.24,True
2019-01-03 19:01:00,2019-01-03 19:01:00,145469,61.398,174.276,29.0,9.2,0.24,True
2019-01-03 19:00:00,2019-01-03 19:00:00,145469,61.398,174.272,29.0,9.2,0.24,True
2019-01-03 19:39:00,2019-01-03 19:39:00,145469,61.394,174.275,29.0,9.2,0.24,True
2019-01-03 20:05:00,2019-01-03 20:05:00,145469,61.392,174.273,29.0,9.2,0.20,True
2019-01-03 20:39:00,2019-01-03 20:39:00,145469,61.389,174.266,29.0,9.2,0.20,True
2019-01-03 21:20:00,2019-01-03 21:20:00,145469,61.386,174.282,29.0,9.2,0.24,True
2019-01-03 21:39:00,2019-01-03 21:39:00,145469,61.386,174.279,29.0,9.2,0.20,True
2019-01-03 21:46:00,2019-01-03 21:46:00,145469,61.383,174.280,29.0,9.2,0.20,True
2019-01-03 22:23:00,2019-01-03 22:23:00,145469,61.380,174.279,31.0,9.2,0.20,True
2019-01-03 23:00:00,2019-01-03 23:00:00,145469,61.376,174.284,31.0,9.2,0.20,True
2019-01-03 23:15:00,2019-01-03 23:15:00,145469,61.373,174.280,31.0,9.2,0.20,True
2019-01-03 23:25:00,2019-01-03 23:25:00,145469,61.380,174.290,31.0,9.2,0.24,True
2019-01-04 00:55:00,2019-01-04 00:55:00,145469,61.380,174.303,31.0,9.2,0.20,True
2019-01-04 01:40:00,2019-01-04 01:40:00,145469,61.377,174.316,31.0,9.2,0.16,True
2019-01-04 01:35:00,2019-01-04 01:35:00,145469,61.372,174.321,31.0,9.2,0.16,True
2019-01-04 02:21:00,2019-01-04 02:21:00,145469,61.380,174.320,29.0,9.2,0.16,True
2019-01-04 02:32:00,2019-01-04 02:32:00,145469,61.381,174.317,29.0,9.2,0.16,True
2019-01-04 03:20:00,2019-01-04 03:20:00,145469,61.384,174.306,29.0,9.2,0.20,True
2019-01-04 03:15:00,2019-01-04 03:15:00,145469,61.382,174.311,29.0,9.2,0.20,True
2019-01-04 03:58:00,2019-01-04 03:58:00,145469,61.383,174.319,29.0,9.2,0.20,True
2019-01-04 04:14:00,2019-01-04 04:14:00,145469,61.381,174.315,29.0,9.2,0.24,True
2019-01-04 04:25:00,2019-01-04 04:25:00,145469,61.386,174.319,29.0,9.2,0.24,True
2019-01-04 04:57:00,2019-01-04 04:57:00,145469,61.393,174.315,29.0,9.2,0.20,True
2019-01-04 04:59:00,2019-01-04 04:59:00,145469,61.391,174.316,29.0,9.2,0.20,True
2019-01-04 05:19:00,2019-01-04 05:19:00,145469,61.386,174.314,29.0,9.2,0.20,True
2019-01-04 05:35:00,2019-01-04 05:35:00,145469,61.376,174.329,29.0,9.2,0.20,True
2019-01-04 06:33:00,2019-01-04 06:33:00,145469,61.388,174.309,31.0,9.0,0.20,True
2019-01-04 06:58:00,2019-01-04 06:58:00,145469,61.385,174.317,31.0,9.0,0.20,True
2019-01-04 07:16:00,2019-01-04 07:16:00,145469,61.383,174.321,31.0,9.2,0.20,True
2019-01-04 07:43:00,2019-01-04 07:43:00,145469,61.386,174.319,31.0,9.2,0.20,True
2019-01-04 08:13:00,2019-01-04 08:13:00,145469,61.384,174.335,31.0,9.2,0.24,True
2019-01-04 08:38:00,2019-01-04 08:38:00,145469,61.381,174.328,31.0,9.2,0.24,True
2019-01-04 09:01:00,2019-01-04 09:01:00,145469,61.386,174.341,31.0,9.2,0.32,True
2019-01-04 09:21:00,2019-01-04 09:21:00,145469,61.385,174.337,31.0,9.2,0.36,True
2019-01-04 10:21:00,2019-01-04 10:21:00,145469,61.383,174.357,29.0,9.2,0.32,True
2019-01-04 11:57:00,2019-01-04 11:57:00,145469,61.382,174.357,29.0,9.2,0.32,True
2019-01-04 13:31:00,2019-01-04 13:31:00,145469,61.403,174.397,29.0,9.2,0.40,True
2019-01-04 13:46:00,2019-01-04 13:46:00,145469,61.409,174.397,29.0,9.2,0.40,True
2019-01-04 15:13:00,2019-01-04 15:13:00,145469,61.417,174.389,29.0,9.2,0.36,True
2019-01-04 15:26:00,2019-01-04 15:26:00,145469,61.420,174.390,29.0,9.2,0.28,True
2019-01-04 16:51:00,2019-01-04 16:51:00,145469,61.426,174.377,29.0,9.2,0.28,True
2019-01-04 17:06:00,2019-01-04 17:06:00,145469,61.430,174.367,29.0,9.2,0.28,True
2019-01-04 17:49:00,2019-01-04 17:49:00,145469,61.439,174.347,29.0,9.2,0.28,True
2019-01-04 17:56:00,2019-01-04 17:56:00,145469,61.431,174.362,29.0,9.2,0.28,True
2019-01-04 18:28:00,2019-01-04 18:28:00,145469,61.432,174.351,29.0,9.2,0.32,True
2019-01-04 18:40:00,2019-01-04 18:40:00,145469,61.439,174.360,29.0,9.2,0.32,True
2019-01-04 18:47:00,2019-01-04 18:47:00,145469,61.434,174.350,29.0,9.2,0.28,True
2019-01-04 19:37:00,2019-01-04 19:37:00,145469,61.433,174.332,29.0,9.2,0.24,True
2019-01-04 20:17:00,2019-01-04 20:17:00,145469,61.432,174.330,29.0,9.2,0.20,True
2019-01-04 20:27:00,2019-01-04 20:27:00,145469,61.433,174.325,29.0,9.2,0.16,True
2019-01-04 21:18:00,2019-01-04 21:18:00,145469,61.427,174.307,29.0,9.2,0.16,True
2019-01-04 21:07:00,2019-01-04 21:07:00,145469,61.430,174.322,29.0,9.2,0.16,True
2019-01-04 22:07:00,2019-01-04 22:07:00,145469,61.429,174.317,29.0,9.2,0.16,True
2019-01-04 22:55:00,2019-01-04 22:55:00,145469,61.420,174.313,29.0,9.2,0.16,True
2019-01-04 22:48:00,2019-01-04 22:48:00,145469,61.420,174.314,29.0,9.2,0.16,True
2019-01-04 23:06:00,2019-01-04 23:06:00,145469,61.420,174.321,29.0,9.2,0.16,True
2019-01-04 23:37:00,2019-01-04 23:37:00,145469,61.419,174.310,29.0,9.0,0.16,True
2019-01-04 23:44:00,2019-01-04 23:44:00,145469,61.415,174.314,29.0,9.0,0.16,True
2019-01-05 00:30:00,2019-01-05 00:30:00,145469,61.418,174.322,29.0,9.2,0.20,True
2019-01-05 00:29:00,2019-01-05 00:29:00,145469,61.417,174.326,29.0,9.2,0.20,True
2019-01-05 01:18:00,2019-01-05 01:18:00,145469,61.412,174.337,29.0,9.2,0.16,True
2019-01-05 01:24:00,2019-01-05 01:24:00,145469,61.414,174.323,29.0,9.2,0.20,True
2019-01-05 02:09:00,2019-01-05 02:09:00,145469,61.409,174.321,26.0,9.2,0.20,True
2019-01-05 02:09:00,2019-01-05 02:09:00,145469,61.408,174.321,26.0,9.2,0.20,True
2019-01-05 03:03:00,2019-01-05 03:03:00,145469,61.422,174.298,26.0,9.2,0.16,True
2019-01-05 03:51:00,2019-01-05 03:51:00,145469,61.420,174.330,26.0,9.2,0.16,True
2019-01-05 04:37:00,2019-01-05 04:37:00,145469,61.422,174.335,26.0,9.2,0.16,True
2019-01-05 04:51:00,2019-01-05 04:51:00,145469,61.422,174.331,26.0,9.2,0.20,True
2019-01-05 04:48:00,2019-01-05 04:48:00,145469,61.423,174.335,26.0,9.2,0.20,True
2019-01-05 05:27:00,2019-01-05 05:27:00,145469,61.422,174.335,26.0,9.2,0.20,True
2019-01-05 05:39:00,2019-01-05 05:39:00,145469,61.425,174.329,26.0,9.2,0.16,True
2019-01-05 06:12:00,2019-01-05 06:12:00,145469,61.426,174.332,26.0,9.2,0.12,True
2019-01-05 06:27:00,2019-01-05 06:27:00,145469,61.424,174.331,26.0,9.2,0.08,True
2019-01-05 07:10:00,2019-01-05 07:10:00,145469,61.429,174.335,26.0,9.2,0.12,True
2019-01-05 07:11:00,2019-01-05 07:11:00,145469,61.426,174.337,26.0,9.2,0.12,True
2019-01-05 07:24:00,2019-01-05 07:24:00,145469,61.425,174.335,26.0,9.2,0.12,True
2019-01-05 07:52:00,2019-01-05 07:52:00,145469,61.423,174.358,26.0,9.2,0.12,True
2019-01-05 08:07:00,2019-01-05 08:07:00,145469,61.427,174.347,26.0,9.2,0.12,True
2019-01-05 08:52:00,2019-01-05 08:52:00,145469,61.422,174.348,26.0,9.2,0.16,True
2019-01-05 09:34:00,2019-01-05 09:34:00,145469,61.425,174.352,26.0,9.2,0.20,True
2019-01-05 09:50:00,2019-01-05 09:50:00,145469,61.426,174.357,26.0,9.2,0.20,True
2019-01-05 11:27:00,2019-01-05 11:27:00,145469,61.430,174.374,28.0,9.2,0.12,True
2019-01-05 14:38:00,2019-01-05 14:38:00,145469,61.448,174.433,30.0,9.2,0.16,True
2019-01-05 15:15:00,2019-01-05 15:15:00,145469,61.454,174.432,30.0,9.2,0.16,True
2019-01-05 16:16:00,2019-01-05 16:16:00,145469,61.461,174.439,30.0,9.0,0.16,True
2019-01-05 16:55:00,2019-01-05 16:55:00,145469,61.473,174.422,30.0,9.0,0.16,True
2019-01-05 17:29:00,2019-01-05 17:29:00,145469,61.472,174.412,30.0,9.2,0.16,True
2019-01-05 18:05:00,2019-01-05 18:05:00,145469,61.483,174.416,31.0,9.2,0.16,True
2019-01-05 18:36:00,2019-01-05 18:36:00,145469,61.481,174.400,31.0,9.2,0.16,True
2019-01-05 19:08:00,2019-01-05 19:08:00,145469,61.486,174.397,31.0,9.2,0.16,True
2019-01-05 19:17:00,2019-01-05 19:17:00,145469,61.482,174.397,31.0,9.2,0.16,True
2019-01-05 19:55:00,2019-01-05 19:55:00,145469,61.490,174.390,31.0,9.2,0.16,True
2019-01-05 20:16:00,2019-01-05 20:16:00,145469,61.488,174.367,31.0,9.2,0.16,True
2019-01-05 20:47:00,2019-01-05 20:47:00,145469,61.488,174.375,31.0,9.2,0.16,True
2019-01-05 20:56:00,2019-01-05 20:56:00,145469,61.486,174.370,31.0,9.2,0.16,True
2019-01-05 21:03:00,2019-01-05 21:03:00,145469,61.487,174.377,31.0,9.2,0.16,True
2019-01-05 21:41:00,2019-01-05 21:41:00,145469,61.484,174.368,31.0,9.2,0.16,True
2019-01-05 21:57:00,2019-01-05 21:57:00,145469,61.484,174.352,31.0,9.2,0.16,True
2019-01-05 22:26:00,2019-01-05 22:26:00,145469,61.480,174.365,37.0,9.2,0.16,True
2019-01-05 22:37:00,2019-01-05 22:37:00,145469,61.482,174.374,37.0,9.2,0.16,True
2019-01-05 22:50:00,2019-01-05 22:50:00,145469,61.484,174.378,37.0,9.2,0.16,True
2019-01-05 23:29:00,2019-01-05 23:29:00,145469,61.481,174.371,37.0,9.2,0.16,True
2019-01-05 23:34:00,2019-01-05 23:34:00,145469,61.480,174.367,37.0,9.2,0.16,True
2019-01-06 00:18:00,2019-01-06 00:18:00,145469,61.480,174.358,37.0,9.2,0.16,True
2019-01-06 00:57:00,2019-01-06 00:57:00,145469,61.482,174.379,37.0,9.2,0.16,True
2019-01-06 01:17:00,2019-01-06 01:17:00,145469,61.482,174.383,37.0,9.2,0.16,True
2019-01-06 01:43:00,2019-01-06 01:43:00,145469,61.484,174.383,37.0,9.2,0.16,True
2019-01-06 03:34:00,2019-01-06 03:34:00,145469,61.490,174.405,35.0,9.2,0.16,True
2019-01-06 04:23:00,2019-01-06 04:23:00,145469,61.479,174.416,35.0,9.2,0.16,True
2019-01-06 04:40:00,2019-01-06 04:40:00,145469,61.490,174.409,35.0,9.2,0.16,True
2019-01-06 05:13:00,2019-01-06 05:13:00,145469,61.492,174.425,35.0,9.2,0.12,True
2019-01-06 05:52:00,2019-01-06 05:52:00,145469,61.489,174.435,35.0,9.2,0.12,True
2019-01-06 06:03:00,2019-01-06 06:03:00,145469,61.496,174.434,34.0,9.2,0.16,True
2019-01-06 06:43:00,2019-01-06 06:43:00,145469,61.499,174.443,34.0,9.2,0.16,True
2019-01-06 06:59:00,2019-01-06 06:59:00,145469,61.499,174.446,34.0,9.2,0.12,True
2019-01-06 07:32:00,2019-01-06 07:32:00,145469,61.498,174.464,34.0,9.2,0.12,True
2019-01-06 07:35:00,2019-01-06 07:35:00,145469,61.500,174.464,34.0,9.2,0.12,True
2019-01-06 08:40:00,2019-01-06 08:40:00,145469,61.499,174.484,34.0,9.2,0.12,True
2019-01-06 08:44:00,2019-01-06 08:44:00,145469,61.500,174.487,34.0,9.2,0.12,True
2019-01-06 09:13:00,2019-01-06 09:13:00,145469,61.505,174.490,34.0,9.0,0.12,True
2019-01-06 09:14:00,2019-01-06 09:14:00,145469,61.503,174.490,34.0,9.0,0.12,True
2019-01-06 14:08:00,2019-01-06 14:08:00,145469,61.515,174.621,36.0,9.2,0.12,True
2019-01-06 15:03:00,2019-01-06 15:03:00,145469,61.529,174.644,36.0,9.2,0.12,True
2019-01-06 15:51:00,2019-01-06 15:51:00,145469,61.532,174.661,36.0,9.2,0.16,True
2019-01-06 16:44:00,2019-01-06 16:44:00,145469,61.541,174.665,36.0,9.2,0.20,True
2019-01-06 17:03:00,2019-01-06 17:03:00,145469,61.545,174.664,36.0,9.2,0.20,True
2019-01-06 17:31:00,2019-01-06 17:31:00,145469,61.544,174.675,36.0,9.2,0.20,True
2019-01-06 18:24:00,2019-01-06 18:24:00,145469,61.552,174.670,34.0,9.2,0.20,True
2019-01-06 19:09:00,2019-01-06 19:09:00,145469,61.554,174.662,34.0,9.2,0.20,True
2019-01-06 19:05:00,2019-01-06 19:05:00,145469,61.553,174.674,34.0,9.2,0.20,True
2019-01-06 19:40:00,2019-01-06 19:40:00,145469,61.562,174.678,34.0,9.2,0.20,True
2019-01-06 20:06:00,2019-01-06 20:06:00,145469,61.564,174.642,34.0,9.2,0.20,True
2019-01-06 20:47:00,2019-01-06 20:47:00,145469,61.561,174.661,34.0,9.2,0.20,True
2019-01-06 20:45:00,2019-01-06 20:45:00,145469,61.561,174.663,34.0,9.2,0.20,True
2019-01-06 21:21:00,2019-01-06 21:21:00,145469,61.558,174.667,34.0,9.2,0.16,True
2019-01-06 21:45:00,2019-01-06 21:45:00,145469,61.556,174.656,34.0,9.2,0.20,True
2019-01-06 22:02:00,2019-01-06 22:02:00,145469,61.557,174.662,35.0,9.2,0.20,True
2019-01-06 22:24:00,2019-01-06 22:24:00,145469,61.560,174.682,35.0,9.2,0.20,True
2019-01-06 22:26:00,2019-01-06 22:26:00,145469,61.555,174.657,35.0,9.2,0.20,True
2019-01-06 22:56:00,2019-01-06 22:56:00,145469,61.552,174.654,35.0,9.2,0.20,True
2019-01-07 00:03:00,2019-01-07 00:03:00,145469,61.545,174.637,35.0,9.2,0.20,True
2019-01-07 00:06:00,2019-01-07 00:06:00,145469,61.542,174.654,35.0,9.2,0.20,True
2019-01-07 00:40:00,2019-01-07 00:40:00,145469,61.538,174.652,35.0,9.2,0.20,True
